i,j,hamming,corr,same_class,cls_i,cls_j,file_i,file_j,src_i,src_j
8,41,2,0.6840470622863986,False,normal,osteoporosis,N17.jpg,OS17.jpg,dataset1,dataset1
8,42,2,0.7417447527564107,False,normal,osteoporosis,N17.jpg,OS18.jpg,dataset1,dataset1
8,43,1,0.717394016933848,False,normal,osteoporosis,N17.jpg,OS19.jpg,dataset1,dataset1
8,47,1,0.8785649554518835,False,normal,osteoporosis,N17.jpg,OS22.jpg,dataset1,dataset1
8,70,2,0.7752652649576636,False,normal,osteoporosis,N17.jpg,OS46.jpg,dataset1,dataset1
9,9,0,0.9999999999999998,True,normal,normal,N18.jpg,N18.jpg,dataset1,dataset1
9,474,3,0.9989925144397009,True,normal,normal,N18.jpg,Normal_50.jpg,dataset1,dataset2
10,10,0,1.0,True,normal,normal,N19.jpg,N19.jpg,dataset1,dataset1
10,12,5,0.5926515498242078,True,normal,normal,N19.jpg,N20.jpg,dataset1,dataset1
10,27,3,0.6308504602938825,True,normal,normal,N19.jpg,N4.JPEG,dataset1,dataset1
10,31,4,0.7547376877710622,True,normal,normal,N19.jpg,N8.JPEG,dataset1,dataset1
10,37,0,0.8136279049026633,False,normal,osteoporosis,N19.jpg,OS13.jpg,dataset1,dataset1
10,38,5,0.7122768654007083,False,normal,osteoporosis,N19.jpg,OS14.jpg,dataset1,dataset1
10,39,6,0.5990569791742019,False,normal,osteoporosis,N19.jpg,OS15.jpg,dataset1,dataset1
10,40,1,0.6809235569855976,False,normal,osteoporosis,N19.jpg,OS16.jpg,dataset1,dataset1
10,41,2,0.622347248594391,False,normal,osteoporosis,N19.jpg,OS17.jpg,dataset1,dataset1
10,42,2,0.7311025574259257,False,normal,osteoporosis,N19.jpg,OS18.jpg,dataset1,dataset1
10,43,1,0.7045070651222713,False,normal,osteoporosis,N19.jpg,OS19.jpg,dataset1,dataset1
10,47,1,0.8451881385438645,False,normal,osteoporosis,N19.jpg,OS22.jpg,dataset1,dataset1
10,70,2,0.8244761836179925,False,normal,osteoporosis,N19.jpg,OS46.jpg,dataset1,dataset1
11,446,1,0.9997644849295108,True,normal,normal,N2.JPEG,Normal_24.jpg,dataset1,dataset2
12,37,5,0.7065693039101834,False,normal,osteoporosis,N20.jpg,OS13.jpg,dataset1,dataset1
12,39,5,0.8046449982942303,False,normal,osteoporosis,N20.jpg,OS15.jpg,dataset1,dataset1
12,40,6,0.8466057000925546,False,normal,osteoporosis,N20.jpg,OS16.jpg,dataset1,dataset1
12,41,3,0.8757326010119699,False,normal,osteoporosis,N20.jpg,OS17.jpg,dataset1,dataset1
12,42,5,0.77992003421742,False,normal,osteoporosis,N20.jpg,OS18.jpg,dataset1,dataset1
12,43,4,0.8655600377922079,False,normal,osteoporosis,N20.jpg,OS19.jpg,dataset1,dataset1
12,47,6,0.6431807561331826,False,normal,osteoporosis,N20.jpg,OS22.jpg,dataset1,dataset1
13,480,1,0.999784733086764,True,normal,normal,N22.jpg,Normal_56.jpg,dataset1,dataset2
15,17,5,0.8347931238179025,True,normal,normal,N24.jpg,N26.jpg,dataset1,dataset1
15,19,2,0.9072796224039942,True,normal,normal,N24.jpg,N29.jpg,dataset1,dataset1
15,25,2,0.9311468523538937,True,normal,normal,N24.jpg,N35.jpg,dataset1,dataset1
15,48,4,0.8669137699946261,False,normal,osteoporosis,N24.jpg,OS23.jpg,dataset1,dataset1
15,51,1,0.9483215755188246,False,normal,osteoporosis,N24.jpg,OS27.jpg,dataset1,dataset1
15,55,2,0.939304922540853,False,normal,osteoporosis,N24.jpg,OS30.jpg,dataset1,dataset1
15,57,1,0.8775254177172163,False,normal,osteoporosis,N24.jpg,OS33.jpg,dataset1,dataset1
15,58,5,0.7921871436016639,False,normal,osteoporosis,N24.jpg,OS34.jpg,dataset1,dataset1
15,60,6,0.9250443780037004,False,normal,osteoporosis,N24.jpg,OS36.jpg,dataset1,dataset1
15,67,2,0.9247888423752956,False,normal,osteoporosis,N24.jpg,OS43.jpg,dataset1,dataset1
15,68,5,0.8831362200120156,False,normal,osteoporosis,N24.jpg,OS44.jpg,dataset1,dataset1
15,69,2,0.9408545046074412,False,normal,osteoporosis,N24.jpg,OS45.jpg,dataset1,dataset1
15,71,2,0.9578962652661509,False,normal,osteoporosis,N24.jpg,OS47.jpg,dataset1,dataset1
15,411,3,0.908930960154344,True,normal,normal,N24.jpg,Normal_160.jpg,dataset1,dataset2
15,437,1,0.8781360309526804,True,normal,normal,N24.jpg,Normal_184.jpg,dataset1,dataset2
15,439,1,0.920655732508726,True,normal,normal,N24.jpg,Normal_186.jpg,dataset1,dataset2
15,483,0,0.9998042636688671,True,normal,normal,N24.jpg,Normal_59.jpg,dataset1,dataset2
15,486,5,0.8359364614040012,True,normal,normal,N24.jpg,Normal_61.jpg,dataset1,dataset2
15,489,2,0.9058793423470173,True,normal,normal,N24.jpg,Normal_65.jpg,dataset1,dataset2
15,497,2,0.929037427243435,True,normal,normal,N24.jpg,Normal_73.jpg,dataset1,dataset2
15,539,1,0.9429376077686831,False,normal,osteoporosis,N24.jpg,Osteoporosis_110.jpg,dataset1,dataset2
15,541,4,0.9179164522699483,False,normal,osteoporosis,N24.jpg,Osteoporosis_112.jpg,dataset1,dataset2
15,555,3,0.9547686440595813,False,normal,osteoporosis,N24.jpg,Osteoporosis_125.jpg,dataset1,dataset2
15,562,1,0.9627878154516827,False,normal,osteoporosis,N24.jpg,Osteoporosis_131.jpg,dataset1,dataset2
15,565,1,0.9228807228797649,False,normal,osteoporosis,N24.jpg,Osteoporosis_134.jpg,dataset1,dataset2
15,567,6,0.9096108864948447,False,normal,osteoporosis,N24.jpg,Osteoporosis_136.jpg,dataset1,dataset2
15,568,2,0.9137636572295269,False,normal,osteoporosis,N24.jpg,Osteoporosis_137.jpg,dataset1,dataset2
15,569,1,0.9695569532788432,False,normal,osteoporosis,N24.jpg,Osteoporosis_138.jpg,dataset1,dataset2
15,599,3,0.864408847166487,False,normal,osteoporosis,N24.jpg,Osteoporosis_166.jpg,dataset1,dataset2
15,601,1,0.9482388184020616,False,normal,osteoporosis,N24.jpg,Osteoporosis_168.jpg,dataset1,dataset2
15,602,4,0.9227137496030331,False,normal,osteoporosis,N24.jpg,Osteoporosis_169.jpg,dataset1,dataset2
15,604,1,0.9381425209694223,False,normal,osteoporosis,N24.jpg,Osteoporosis_170.jpg,dataset1,dataset2
15,605,5,0.9431899495538998,False,normal,osteoporosis,N24.jpg,Osteoporosis_171.jpg,dataset1,dataset2
15,606,5,0.7912527108301027,False,normal,osteoporosis,N24.jpg,Osteoporosis_173.jpg,dataset1,dataset2
15,613,2,0.9249240619465623,False,normal,osteoporosis,N24.jpg,Osteoporosis_180.jpg,dataset1,dataset2
15,614,4,0.8832561601227037,False,normal,osteoporosis,N24.jpg,Osteoporosis_181.jpg,dataset1,dataset2
15,615,2,0.940174653875255,False,normal,osteoporosis,N24.jpg,Osteoporosis_182.jpg,dataset1,dataset2
15,617,3,0.9572609732097452,False,normal,osteoporosis,N24.jpg,Osteoporosis_184.jpg,dataset1,dataset2
15,682,4,0.8381457104486498,False,normal,osteoporosis,N24.jpg,Osteoporosis_80.jpg,dataset1,dataset2
15,686,1,0.918001003880544,False,normal,osteoporosis,N24.jpg,Osteoporosis_84.jpg,dataset1,dataset2
15,687,2,0.9427134700261445,False,normal,osteoporosis,N24.jpg,Osteoporosis_85.jpg,dataset1,dataset2
15,689,2,0.9228149301523216,False,normal,osteoporosis,N24.jpg,Osteoporosis_87.jpg,dataset1,dataset2
15,695,3,0.9371678243949635,False,normal,osteoporosis,N24.jpg,Osteoporosis_95.jpg,dataset1,dataset2
15,697,1,0.939632092011921,False,normal,osteoporosis,N24.jpg,Osteoporosis_98.jpg,dataset1,dataset2
15,698,4,0.9586698805445765,False,normal,osteoporosis,N24.jpg,Osteoporosis_99.jpg,dataset1,dataset2
16,23,2,0.9635606368647289,True,normal,normal,N25.jpg,N33.jpg,dataset1,dataset1
16,26,1,0.9734572491600408,True,normal,normal,N25.jpg,N36.jpg,dataset1,dataset1
16,48,2,0.944272382756959,False,normal,osteoporosis,N25.jpg,OS23.jpg,dataset1,dataset1
16,408,1,0.970637954285823,True,normal,normal,N25.jpg,Normal_158.jpg,dataset1,dataset2
16,485,0,0.9998149039884436,True,normal,normal,N25.jpg,Normal_60.jpg,dataset1,dataset2
16,495,4,0.9616848717843061,True,normal,normal,N25.jpg,Normal_71.jpg,dataset1,dataset2
16,499,1,0.9738217694929867,True,normal,normal,N25.jpg,Normal_75.jpg,dataset1,dataset2
16,533,1,0.9808274611379979,False,normal,osteoporosis,N25.jpg,Osteoporosis_105.jpg,dataset1,dataset2
16,541,2,0.9527766763012936,False,normal,osteoporosis,N25.jpg,Osteoporosis_112.jpg,dataset1,dataset2
16,552,0,0.9554394581724259,False,normal,osteoporosis,N25.jpg,Osteoporosis_122.jpg,dataset1,dataset2
16,557,2,0.9757814921707997,False,normal,osteoporosis,N25.jpg,Osteoporosis_127.jpg,dataset1,dataset2
16,694,1,0.9629076545680607,False,normal,osteoporosis,N25.jpg,Osteoporosis_94.jpg,dataset1,dataset2
17,19,5,0.687963733172281,True,normal,normal,N26.jpg,N29.jpg,dataset1,dataset1
17,24,5,0.9630197425432625,True,normal,normal,N26.jpg,N34.jpg,dataset1,dataset1
17,25,5,0.7844771319030384,True,normal,normal,N26.jpg,N35.jpg,dataset1,dataset1
17,51,4,0.8997369332027072,False,normal,osteoporosis,N26.jpg,OS27.jpg,dataset1,dataset1
17,55,5,0.7317769442154118,False,normal,osteoporosis,N26.jpg,OS30.jpg,dataset1,dataset1
17,57,4,0.9542351750287961,False,normal,osteoporosis,N26.jpg,OS33.jpg,dataset1,dataset1
17,68,2,0.9606422100187291,False,normal,osteoporosis,N26.jpg,OS44.jpg,dataset1,dataset1
17,69,5,0.8917477159034299,False,normal,osteoporosis,N26.jpg,OS45.jpg,dataset1,dataset1
17,411,4,0.865057930950099,True,normal,normal,N26.jpg,Normal_160.jpg,dataset1,dataset2
17,437,4,0.9523064941836941,True,normal,normal,N26.jpg,Normal_184.jpg,dataset1,dataset2
17,439,4,0.9149170578962125,True,normal,normal,N26.jpg,Normal_186.jpg,dataset1,dataset2
17,483,5,0.8315757138265797,True,normal,normal,N26.jpg,Normal_59.jpg,dataset1,dataset2
17,486,0,0.9998081245741849,True,normal,normal,N26.jpg,Normal_61.jpg,dataset1,dataset2
17,489,5,0.6843965297077157,True,normal,normal,N26.jpg,Normal_65.jpg,dataset1,dataset2
17,496,4,0.9620759906281215,True,normal,normal,N26.jpg,Normal_72.jpg,dataset1,dataset2
17,497,5,0.7805496898929003,True,normal,normal,N26.jpg,Normal_73.jpg,dataset1,dataset2
17,539,4,0.8563368214901232,False,normal,osteoporosis,N26.jpg,Osteoporosis_110.jpg,dataset1,dataset2
17,544,6,0.9771719387171811,False,normal,osteoporosis,N26.jpg,Osteoporosis_115.jpg,dataset1,dataset2
17,555,6,0.8928305115430323,False,normal,osteoporosis,N26.jpg,Osteoporosis_125.jpg,dataset1,dataset2
17,562,4,0.8686681627070487,False,normal,osteoporosis,N26.jpg,Osteoporosis_131.jpg,dataset1,dataset2
17,565,4,0.882677436730169,False,normal,osteoporosis,N26.jpg,Osteoporosis_134.jpg,dataset1,dataset2
17,569,6,0.8044631670058017,False,normal,osteoporosis,N26.jpg,Osteoporosis_138.jpg,dataset1,dataset2
17,601,4,0.8969916253459596,False,normal,osteoporosis,N26.jpg,Osteoporosis_168.jpg,dataset1,dataset2
17,604,6,0.7290775551330605,False,normal,osteoporosis,N26.jpg,Osteoporosis_170.jpg,dataset1,dataset2
17,605,6,0.8689940798310507,False,normal,osteoporosis,N26.jpg,Osteoporosis_171.jpg,dataset1,dataset2
17,614,1,0.9599571687640415,False,normal,osteoporosis,N26.jpg,Osteoporosis_181.jpg,dataset1,dataset2
17,615,5,0.8882273473255701,False,normal,osteoporosis,N26.jpg,Osteoporosis_182.jpg,dataset1,dataset2
17,682,1,0.9675023307234478,False,normal,osteoporosis,N26.jpg,Osteoporosis_80.jpg,dataset1,dataset2
17,686,4,0.9193030406248102,False,normal,osteoporosis,N26.jpg,Osteoporosis_84.jpg,dataset1,dataset2
17,687,5,0.8409131169837226,False,normal,osteoporosis,N26.jpg,Osteoporosis_85.jpg,dataset1,dataset2
17,689,5,0.7355356182914957,False,normal,osteoporosis,N26.jpg,Osteoporosis_87.jpg,dataset1,dataset2
17,695,6,0.8922926681861629,False,normal,osteoporosis,N26.jpg,Osteoporosis_95.jpg,dataset1,dataset2
17,697,6,0.8059744621533074,False,normal,osteoporosis,N26.jpg,Osteoporosis_98.jpg,dataset1,dataset2
18,488,1,0.9996813196873974,True,normal,normal,N28.jpg,Normal_64.jpg,dataset1,dataset2
19,25,0,0.8827087048343056,True,normal,normal,N29.jpg,N35.jpg,dataset1,dataset1
19,48,4,0.9153117680516596,False,normal,osteoporosis,N29.jpg,OS23.jpg,dataset1,dataset1
19,51,1,0.8523302732511506,False,normal,osteoporosis,N29.jpg,OS27.jpg,dataset1,dataset1
19,55,0,0.9274371958134171,False,normal,osteoporosis,N29.jpg,OS30.jpg,dataset1,dataset1
19,57,1,0.7337654136029743,False,normal,osteoporosis,N29.jpg,OS33.jpg,dataset1,dataset1
19,58,5,0.882792938887172,False,normal,osteoporosis,N29.jpg,OS34.jpg,dataset1,dataset1
19,67,2,0.9196119668605934,False,normal,osteoporosis,N29.jpg,OS43.jpg,dataset1,dataset1
19,68,5,0.7432336418890637,False,normal,osteoporosis,N29.jpg,OS44.jpg,dataset1,dataset1
19,69,2,0.8514451054596922,False,normal,osteoporosis,N29.jpg,OS45.jpg,dataset1,dataset1
19,71,4,0.8708724781211177,False,normal,osteoporosis,N29.jpg,OS47.jpg,dataset1,dataset1
19,411,1,0.8117928386773948,True,normal,normal,N29.jpg,Normal_160.jpg,dataset1,dataset2
19,437,1,0.7335943510620655,True,normal,normal,N29.jpg,Normal_184.jpg,dataset1,dataset2
19,439,1,0.8232119265995259,True,normal,normal,N29.jpg,Normal_186.jpg,dataset1,dataset2
19,483,2,0.9071368134331923,True,normal,normal,N29.jpg,Normal_59.jpg,dataset1,dataset2
19,486,5,0.6882080101429865,True,normal,normal,N29.jpg,Normal_61.jpg,dataset1,dataset2
19,489,0,0.9996993152651312,True,normal,normal,N29.jpg,Normal_65.jpg,dataset1,dataset2
19,497,0,0.8810861221409378,True,normal,normal,N29.jpg,Normal_73.jpg,dataset1,dataset2
19,539,1,0.876581689191093,False,normal,osteoporosis,N29.jpg,Osteoporosis_110.jpg,dataset1,dataset2
19,541,4,0.9150759586470247,False,normal,osteoporosis,N29.jpg,Osteoporosis_112.jpg,dataset1,dataset2
19,555,3,0.8566458760376983,False,normal,osteoporosis,N29.jpg,Osteoporosis_125.jpg,dataset1,dataset2
19,562,1,0.8748489017271286,False,normal,osteoporosis,N29.jpg,Osteoporosis_131.jpg,dataset1,dataset2
19,565,1,0.8108083912450275,False,normal,osteoporosis,N29.jpg,Osteoporosis_134.jpg,dataset1,dataset2
19,567,6,0.7828886718011151,False,normal,osteoporosis,N29.jpg,Osteoporosis_136.jpg,dataset1,dataset2
19,568,4,0.851171097181095,False,normal,osteoporosis,N29.jpg,Osteoporosis_137.jpg,dataset1,dataset2
19,569,3,0.9213863092282127,False,normal,osteoporosis,N29.jpg,Osteoporosis_138.jpg,dataset1,dataset2
19,599,3,0.9122439443918691,False,normal,osteoporosis,N29.jpg,Osteoporosis_166.jpg,dataset1,dataset2
19,601,1,0.8516466289092962,False,normal,osteoporosis,N29.jpg,Osteoporosis_168.jpg,dataset1,dataset2
19,602,6,0.785683401617231,False,normal,osteoporosis,N29.jpg,Osteoporosis_169.jpg,dataset1,dataset2
19,604,1,0.9264361985758743,False,normal,osteoporosis,N29.jpg,Osteoporosis_170.jpg,dataset1,dataset2
19,606,5,0.8815595332210696,False,normal,osteoporosis,N29.jpg,Osteoporosis_173.jpg,dataset1,dataset2
19,613,2,0.9195114356478782,False,normal,osteoporosis,N29.jpg,Osteoporosis_180.jpg,dataset1,dataset2
19,614,4,0.7427216253219994,False,normal,osteoporosis,N29.jpg,Osteoporosis_181.jpg,dataset1,dataset2
19,615,2,0.8509774332797945,False,normal,osteoporosis,N29.jpg,Osteoporosis_182.jpg,dataset1,dataset2
19,617,5,0.8706072377864877,False,normal,osteoporosis,N29.jpg,Osteoporosis_184.jpg,dataset1,dataset2
19,682,4,0.6888252436171768,False,normal,osteoporosis,N29.jpg,Osteoporosis_80.jpg,dataset1,dataset2
19,686,1,0.7944367768896701,False,normal,osteoporosis,N29.jpg,Osteoporosis_84.jpg,dataset1,dataset2
19,687,2,0.887769768332026,False,normal,osteoporosis,N29.jpg,Osteoporosis_85.jpg,dataset1,dataset2
19,689,0,0.8816662702737993,False,normal,osteoporosis,N29.jpg,Osteoporosis_87.jpg,dataset1,dataset2
19,695,3,0.8410428699873196,False,normal,osteoporosis,N29.jpg,Osteoporosis_95.jpg,dataset1,dataset2
19,697,1,0.9185993983294509,False,normal,osteoporosis,N29.jpg,Osteoporosis_98.jpg,dataset1,dataset2
19,698,6,0.9243238450329978,False,normal,osteoporosis,N29.jpg,Osteoporosis_99.jpg,dataset1,dataset2
20,30,5,0.9094154987306882,True,normal,normal,N3.JPEG,N7.JPEG,dataset1,dataset1
20,33,4,0.8777443569489846,False,normal,osteoporosis,N3.JPEG,OS1.JPEG,dataset1,dataset1
22,492,3,0.9997462445885057,True,normal,normal,N31.jpg,Normal_68.jpg,dataset1,dataset2
22,570,6,0.9537782608829335,False,normal,osteoporosis,N31.jpg,Osteoporosis_139.jpg,dataset1,dataset2
23,26,3,0.9369542835104571,True,normal,normal,N33.jpg,N36.jpg,dataset1,dataset1
23,48,4,0.9164253688147292,False,normal,osteoporosis,N33.jpg,OS23.jpg,dataset1,dataset1
23,408,3,0.9487495462490003,True,normal,normal,N33.jpg,Normal_158.jpg,dataset1,dataset2
23,485,2,0.9637780687565107,True,normal,normal,N33.jpg,Normal_60.jpg,dataset1,dataset2
23,495,2,0.9997602037936291,True,normal,normal,N33.jpg,Normal_71.jpg,dataset1,dataset2
23,499,3,0.9377430705672232,True,normal,normal,N33.jpg,Normal_75.jpg,dataset1,dataset2
23,533,3,0.9593756456088938,False,normal,osteoporosis,N33.jpg,Osteoporosis_105.jpg,dataset1,dataset2
23,541,4,0.9182803870249483,False,normal,osteoporosis,N33.jpg,Osteoporosis_112.jpg,dataset1,dataset2
23,552,2,0.9141037281790764,False,normal,osteoporosis,N33.jpg,Osteoporosis_122.jpg,dataset1,dataset2
23,557,4,0.9452154571546045,False,normal,osteoporosis,N33.jpg,Osteoporosis_127.jpg,dataset1,dataset2
23,694,3,0.9413259589374411,False,normal,osteoporosis,N33.jpg,Osteoporosis_94.jpg,dataset1,dataset2
24,68,5,0.9665515748317024,False,normal,osteoporosis,N34.jpg,OS44.jpg,dataset1,dataset1
24,69,6,0.9134018293409727,False,normal,osteoporosis,N34.jpg,OS45.jpg,dataset1,dataset1
24,486,5,0.963242357792673,True,normal,normal,N34.jpg,Normal_61.jpg,dataset1,dataset2
24,496,1,0.99980306627771,True,normal,normal,N34.jpg,Normal_72.jpg,dataset1,dataset2
24,544,3,0.9647571271529534,False,normal,osteoporosis,N34.jpg,Osteoporosis_115.jpg,dataset1,dataset2
24,555,5,0.9189362448625721,False,normal,osteoporosis,N34.jpg,Osteoporosis_125.jpg,dataset1,dataset2
24,614,4,0.9666775750523998,False,normal,osteoporosis,N34.jpg,Osteoporosis_181.jpg,dataset1,dataset2
24,615,6,0.9113325856644002,False,normal,osteoporosis,N34.jpg,Osteoporosis_182.jpg,dataset1,dataset2
24,682,4,0.9579400062648868,False,normal,osteoporosis,N34.jpg,Osteoporosis_80.jpg,dataset1,dataset2
24,687,6,0.8518814855628958,False,normal,osteoporosis,N34.jpg,Osteoporosis_85.jpg,dataset1,dataset2
25,48,4,0.8670539405781997,False,normal,osteoporosis,N35.jpg,OS23.jpg,dataset1,dataset1
25,51,1,0.9095291438425314,False,normal,osteoporosis,N35.jpg,OS27.jpg,dataset1,dataset1
25,55,0,0.9309104237543402,False,normal,osteoporosis,N35.jpg,OS30.jpg,dataset1,dataset1
25,57,1,0.8280342845404025,False,normal,osteoporosis,N35.jpg,OS33.jpg,dataset1,dataset1
25,58,5,0.8026644316739111,False,normal,osteoporosis,N35.jpg,OS34.jpg,dataset1,dataset1
25,67,2,0.9278888644389357,False,normal,osteoporosis,N35.jpg,OS43.jpg,dataset1,dataset1
25,68,5,0.8287225383675011,False,normal,osteoporosis,N35.jpg,OS44.jpg,dataset1,dataset1
25,69,2,0.9198602268883826,False,normal,osteoporosis,N35.jpg,OS45.jpg,dataset1,dataset1
25,71,4,0.9100484010482581,False,normal,osteoporosis,N35.jpg,OS47.jpg,dataset1,dataset1
25,411,1,0.8950195707981392,True,normal,normal,N35.jpg,Normal_160.jpg,dataset1,dataset2
25,437,1,0.8295199530592596,True,normal,normal,N35.jpg,Normal_184.jpg,dataset1,dataset2
25,439,1,0.8976758721620274,True,normal,normal,N35.jpg,Normal_186.jpg,dataset1,dataset2
25,483,2,0.9320001914177405,True,normal,normal,N35.jpg,Normal_59.jpg,dataset1,dataset2
25,486,5,0.7858588522325801,True,normal,normal,N35.jpg,Normal_61.jpg,dataset1,dataset2
25,489,0,0.8825305856936004,True,normal,normal,N35.jpg,Normal_65.jpg,dataset1,dataset2
25,497,0,0.9997902147386756,True,normal,normal,N35.jpg,Normal_73.jpg,dataset1,dataset2
25,539,1,0.9192164246452789,False,normal,osteoporosis,N35.jpg,Osteoporosis_110.jpg,dataset1,dataset2
25,541,4,0.8807579432389889,False,normal,osteoporosis,N35.jpg,Osteoporosis_112.jpg,dataset1,dataset2
25,555,3,0.9000052925506455,False,normal,osteoporosis,N35.jpg,Osteoporosis_125.jpg,dataset1,dataset2
25,562,1,0.9227119957363585,False,normal,osteoporosis,N35.jpg,Osteoporosis_131.jpg,dataset1,dataset2
25,565,1,0.9128035445266289,False,normal,osteoporosis,N35.jpg,Osteoporosis_134.jpg,dataset1,dataset2
25,567,6,0.8799571600641087,False,normal,osteoporosis,N35.jpg,Osteoporosis_136.jpg,dataset1,dataset2
25,568,4,0.8857514406227968,False,normal,osteoporosis,N35.jpg,Osteoporosis_137.jpg,dataset1,dataset2
25,569,3,0.9327856204846665,False,normal,osteoporosis,N35.jpg,Osteoporosis_138.jpg,dataset1,dataset2
25,599,3,0.8653686775754516,False,normal,osteoporosis,N35.jpg,Osteoporosis_166.jpg,dataset1,dataset2
25,601,1,0.910063958086819,False,normal,osteoporosis,N35.jpg,Osteoporosis_168.jpg,dataset1,dataset2
25,602,6,0.8692846487861096,False,normal,osteoporosis,N35.jpg,Osteoporosis_169.jpg,dataset1,dataset2
25,604,1,0.9312088989928362,False,normal,osteoporosis,N35.jpg,Osteoporosis_170.jpg,dataset1,dataset2
